Name,Type,SubType,Suburb,Rating,PriceLevel,RankingPosition,Address,Latitude,Longitude,NumberOfReviews
Pier Port Melbourne,Restaurant,,Port Melbourne,4.5,$$ - $$$,220,"1 Bay St, Melbourne, Victoria 3207 Australia",-37.8428269,144.9380888,189
Pacinos Italian Family Restaurant,Restaurant,,Flemington,4.5,$$ - $$$,1,"300 Epsom Rd 300-320 Epsom Road, Ascot Vale, Moonee Valley, Victoria 3031 Australia",-37.7827318,144.9164815,240
Angus & Bon,Restaurant,,Prahran,4.5,$$ - $$$,1,"168 Greville Street, Prahran, Stonnington, Victoria 3181 Australia",-37.8496092,144.9922938,168
Nirankar Restaurant,Restaurant,,Melbourne,4.5,$$ - $$$,248,"174-176 Queen St, Melbourne, Victoria 3000 Australia",-37.814316,144.960662,189
Cherry & Twigs,Restaurant,,Melbourne,4.5,$,233,"Shop 1B 555 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8199985,144.9558061,135
Aagaman Indian Nepalese Restaurant,Restaurant,,Port Melbourne,4.5,$$ - $$$,262,"271 Bay St, Melbourne, Victoria 3207 Australia",-37.8373679,144.9428952,132
Simply Spanish QVM,Restaurant,,Melbourne,4.5,$$ - $$$,215,"513 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.806738,144.9587744,210
Bangkok Jam,Restaurant,,Melbourne,4.5,$$ - $$$,205,"107 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8114817,144.9692505,100
Betty's Burgers,Restaurant,,Melbourne,4.5,$$ - $$$,185,"222 Exhibition St, Melbourne, Victoria 3000 Australia",-37.8108504,144.9694871,86
SPQR Pizzeria,Restaurant,,Melbourne,4.5,$$ - $$$,197,"26 Liverpool Street, Melbourne 3000, Melbourne, Victoria 3000 Australia",-37.8109977,144.9714065,194
Rubiras,Restaurant,,Port Melbourne,4.5,$$ - $$$,174,"192 Station St Swallows Hotel, Melbourne, Victoria 3207 Australia",-37.8327451,144.9455607,218
Metro Burger,Restaurant,,Melbourne,4.5,$,100,"12 Degraves St, Melbourne, Victoria 3000 Australia",-37.8175357,144.9660006,146
Bar Lourinha,Restaurant,,Melbourne,4.5,$$ - $$$,172,"37 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8127752,144.9725022,284
Chin Chin,Restaurant,,Melbourne,4.5,$$ - $$$,162,"125 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8156575,144.9703881,6029
Izakaya Den,Restaurant,,Melbourne,4.5,$$ - $$$,173,"Basement 118 Russell St, Melbourne, Victoria 3000 Australia",-37.8135258,144.9688929,258
Matteo's,Restaurant,,Fitzroy,4.5,$$$$,1,"533 Brunswick St Melbourne, North Fitzroy, Yarra, Victoria 3068 Australia",-37.7911674,144.9794716,378
Humble Rays,Restaurant,,Carlton,4.5,$$ - $$$,267,"71 Bouverie St Carlton, Melbourne, Victoria 3053 Australia",-37.804746,144.9613987,88
Smith and Daughters,Restaurant,,Fitzroy,4.5,$$ - $$$,9,"175 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8021978,144.9775698,388
Hunky Dory,Restaurant,,South Yarra,4.5,$,240,"670 Chapel Street Shop 17, Melbourne, Victoria 3205 Australia",-37.8373136,144.9962074,245
Gopal's Vegetarian,Restaurant,,Melbourne,4.5,$,242,"139 Swanston St, Melbourne, Victoria 3000 Australia",-37.8144115,144.965787,170
Sushi Hub Swanston,Restaurant,,Melbourne,4.5,$,196,"55 Swanston St, Melbourne, Victoria 3000 Australia",-37.8162439,144.9666518,191
Gourmet Curry Hut,Restaurant,,Melbourne,4.5,$$ - $$$,247,"318 Hub Arcade Little Collins Street, Melbourne, Victoria 3000 Australia",-37.8150564,144.9638232,175
Thirty Eight Chairs,Restaurant,,South Yarra,4.5,$$ - $$$,23,"4A Bond St, Yarra, Victoria 3141 Australia",-37.841091,144.9947988,283
The Fitz Cafe & Rooftop,Restaurant,,Fitzroy,4.5,$$ - $$$,11,"347 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7968295,144.978491,257
Restaurant 1903,Restaurant,,Melbourne,4.5,$$ - $$$,245,"44 Spencer St Very Close to Southern Cross Railway Station, Melbourne, Victoria 3000 Australia",-37.8197072,144.9546978,155
Pinchy's,Restaurant,,Melbourne,4.5,$$ - $$$,198,"Level 1, 200 Bourke St Midcity Arcade, Melbourne, Victoria 3000 Australia",-37.812278,144.9672456,146
Agathe Patisserie,Restaurant,,South Melbourne,4.5,$,213,"64/362 Coventry Street South Melbourne Market Stall, Melbourne, Victoria 3205 Australia",-37.8333676,144.9540906,73
Claypots Barbarossa,Restaurant,,Melbourne,4.5,$$ - $$$,237,"79 Hardware Lane Melbourne CBD, Melbourne, Victoria 3000 Australia",-37.8129361,144.9608111,190
Seedling Cafe,Restaurant,,Melbourne,4.5,$$ - $$$,238,"349 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8154635,144.963264,75
Vespa Rossa,Restaurant,,Melbourne,4.5,$$ - $$$,244,"30 Block Pl, Melbourne, Victoria 3000 Australia",-37.8152944,144.9644054,122
Ides,Restaurant,,Collingwood,4.5,$$$$,170,"92 Smith St, Melbourne, Victoria 3066 Australia",-37.8056159,144.9833963,129
Uncle Collins Street,Restaurant,,Melbourne,4.5,$$ - $$$,291,"15 Collins St Level 1, Melbourne, Victoria 3000 Australia",-37.8139436,144.9734554,81
Sosta Ristorante,Restaurant,,North Melbourne,4.5,$$ - $$$,283,"12 Errol Street, Melbourne, Victoria 3051 Australia",-37.8047727,144.9494952,183
Isan Soul Thai Street Food,Restaurant,,Melbourne,4.5,$$ - $$$,265,"98 Bourke St, Melbourne, Victoria 3000 Australia",-37.8119253,144.9701525,89
Oak & Vine,Restaurant,,Melbourne,4.5,$$ - $$$,276,"60 Market St, Melbourne, Victoria 3000 Australia",-37.8177409,144.9607709,108
The Bond Store,Restaurant,,Southbank,4.5,$$ - $$$,280,"1 Riverside Qy, Melbourne, Victoria 3006 Australia",-37.8217604,144.9636789,154
Transformer Fitzroy,Restaurant,,Fitzroy,4.5,$$ - $$$,12,"99 Rose Street, Fitzroy, Yarra, Victoria 3065 Australia",-37.7958713,144.979376,285
Code Black,Restaurant,,Brunswick,4.5,$$ - $$$,3,"15-17 Weston St, Brunswick, Moreland, Victoria 3056 Australia",-37.774643,144.962468,187
Bistro Gitan,Restaurant,,South Yarra,4.5,$$ - $$$,2,"52 Toorak Rd West, South Yarra, Victoria 3141 Australia",-37.8372567,144.9791898,268
Saporito Taquito,Restaurant,,St Kilda,4.5,$$ - $$$,264,"163 Inkerman St Unit 211, Melbourne, Victoria 3182 Australia",-37.8652617,144.9882446,96
Esca Grill,Restaurant,,Moonee Ponds,4.5,$$$$,1,"650 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7701142,144.9262505,345
Milk the Cow (Carlton),Restaurant,,Carlton,4.5,$$ - $$$,161,"323 Lygon St, Melbourne, Victoria 3053 Australia",-37.7977617,144.9671298,152
Peko Peko,Restaurant,,South Melbourne,4.5,$,223,"190 Wells St, Melbourne, Victoria 3205 Australia",-37.8318959,144.9697248,208
Journeyman,Restaurant,,Windsor,4.5,$$ - $$$,3,"169 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8522281,144.9931599,203
Square & Compass,Restaurant,,South Melbourne,4.5,$$ - $$$,290,"222 Clarendon Street, Melbourne, Victoria Australia",-37.831345,144.9595415,113
Rumi Brunswick,Restaurant,,Brunswick,4.5,$$ - $$$,1,"116 Lygon St, Brunswick East, Moreland, Victoria 3057 Australia",-37.7747572,144.9713634,265
Spicy Korea,Restaurant,,Melbourne,4.5,$,296,"U 1 601 Little Collins St, Melbourne, Victoria 3000 Australia",-37.817833,144.954844,72
Nine Elephants,Restaurant,,Docklands,4.5,$$ - $$$,279,"67 Village St Docklands, Melbourne, Victoria 3008 Australia",-37.8191771,144.9493398,145
La Petite Creperie,Restaurant,,Melbourne,4.5,$,294,"125 Swanston St Opposite Melbourne Town Hall, Melbourne, Victoria Australia",-37.8147118,144.9659326,155
Lord Cardigan,Restaurant,,Albert Park,4.5,$$ - $$$,278,"59 Cardigan Pl, Melbourne, Victoria 3206 Australia",-37.841112,144.953165,114
Indian Palace Restaurant,Restaurant,,Brighton,4.5,$$ - $$$,4,"131 Church St, Brighton, Bayside, Victoria 3186 Australia",-37.9155079,144.9964578,153
Anada,Restaurant,,Fitzroy,4.5,$$ - $$$,17,"197 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8058992,144.9811875,219
Crossways Restaurant,Restaurant,,Melbourne,4.5,$,297,"309-325 Bourke St, Melbourne, Victoria 3000 Australia",-37.8148564,144.9646254,104
Le Petite Bourke,Restaurant,,Melbourne,4.5,$$ - $$$,275,"24 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.8105773,144.9715163,130
Donnini's Restaurant,Restaurant,,Carlton,4.5,$$ - $$$,152,"320 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.7995334,144.9675481,297
City Wine Shop,Restaurant,,Melbourne,4.5,$$ - $$$,212,"159 Spring St, Melbourne, Victoria 3000 Australia",-37.8109568,144.9724344,255
Rock Paper Scissors,Restaurant,,Port Melbourne,4.5,$$ - $$$,260,"136-138 Rouse St, Melbourne, Victoria 3207 Australia",-37.8421644,144.9399743,76
Ricardo's Trattoria,Restaurant,,Albert Park,4.5,$$ - $$$,1,"99 Dundas Pl, Albert Park, Port Phillip, Victoria 3206 Australia",-37.841266,144.9551965,176
Lune Croissanterie,Restaurant,,Melbourne,4.5,$,221,"161 Collins St Shop 16, Enter via Russell Street, Melbourne, Victoria 3000 Australia",-37.815369,144.9689556,156
Mjolner,Restaurant,,Melbourne,4.5,$$$$,195,"106 Hardware St, Melbourne, Victoria 3000 Australia",-37.8122248,144.9606867,136
Koko Black,Restaurant,,Carlton,4.5,$$ - $$$,312,"167 Lygon St, Melbourne, Victoria 3053 Australia",-37.8018009,144.9665446,187
Le Petit Gateau,Restaurant,,Melbourne,4.5,$$ - $$$,315,"458 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8162435,144.9596107,76
The Lady Of St Kilda,Restaurant,,St Kilda,4.5,$$ - $$$,17,"204 Barkly St Corner Smith Street, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8698868,144.9808593,53
ShanDong MaMa mini,Restaurant,,Melbourne,4.5,$,302,"5 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8167124,144.9655554,63
Tokyo Tina,Restaurant,,Windsor,4.5,$$ - $$$,6,"66A Chapel St, Windsor, Stonnington, Victoria 3181 Australia",-37.8554363,144.9928852,202
Viet Kitchen,Restaurant,,Footscray,4.5,$,1,"110 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.7997947,144.9016738,130
The Abyssinian,Restaurant,,Kensington,4.5,$$ - $$$,187,"277 Racecourse Rd, Melbourne, Victoria 3031 Australia",-37.7886579,144.9318266,113
Blue Chillies,Restaurant,,Fitzroy,4.5,$$ - $$$,16,"182 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8020795,144.9780303,145
Gimlet At Cavendish House,Restaurant,,Melbourne,4.5,$$$$,208,"33 Russell St, Melbourne, Victoria 3000 Australia",-37.8150205,144.9689304,104
Pascale Bar & Grill,Restaurant,,Melbourne,4.5,$$$$,284,"133 Russell St Level 1, Melbourne, Victoria 3000 Australia",-37.8133398,144.9681516,161
Sunda,Restaurant,,Melbourne,4.5,$$ - $$$,253,"18 Punch lane, Melbourne, Victoria 3000 Australia",-37.8104499,144.9710999,111
Dip In Cafe,Restaurant,,Melbourne,4.5,$$ - $$$,314,"20-22 McKillop St, Melbourne, Victoria 3000 Australia",-37.815111,144.9618289,100
Steer Dining Room,Restaurant,,South Yarra,4.5,$$ - $$$,298,"15 Claremont St, Melbourne, Victoria 3141 Australia",-37.8375986,144.9936642,76
Walkers Doughnuts,Restaurant,,Melbourne,4.5,$,324,"26/2 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.817872,144.9651205,127
Chez Olivier,Restaurant,,South Yarra,4.5,$$ - $$$,1,"268 Toorak Rd, South Yarra, Victoria 3141 Australia",-37.8397261,144.9962375,356
Boosa,Restaurant,,Bentleigh,4.5,$$ - $$$,2,"716 Centre Rd, Bentleigh, Glen Eira, Victoria 3165 Australia",-37.9212107,145.0579728,97
Bibelot,Restaurant,,South Melbourne,4.5,$$ - $$$,293,"285-287 Coventry St, Melbourne, Victoria 3205 Australia",-37.8326873,144.9582451,80
Corner & Bench,Restaurant,,Melbourne,4.5,$,346,"408 Bourke St, Melbourne, Victoria 3000 Australia",-37.814514,144.961545,86
Saporito Cafe Bar & Grill,Restaurant,,Southbank,4.5,$$ - $$$,352,"12-16 Kavanagh St, Melbourne, Victoria 3006 Australia",-37.8227778,144.9663889,71
Black Pearl Bar,Restaurant,,Fitzroy,4.5,$$ - $$$,338,"304 Brunswick Street, Melbourne, Victoria Fitzroy Australia",-37.7980502,144.978649,68
Hurricane Handsome,Restaurant,,Port Melbourne,4.5,$$ - $$$,341,"329-331 Bay St, Melbourne, Victoria 3207 Australia",-37.836072,144.9443617,89
Yeonga Korean BBQ,Restaurant,,North Melbourne,4.5,$$ - $$$,344,"1-3 Cobden St, Melbourne, Victoria 3051 Australia",-37.8056217,144.9569746,76
The Crux & Co,Restaurant,,South Melbourne,4.5,$$ - $$$,331,"35 Albert Rd G01, Melbourne, Victoria 3004 Australia",-37.8346504,144.9719727,100
Phancy Cafe,Restaurant,,Melbourne,4.5,$$ - $$$,340,"408 Queen St, Melbourne, Victoria 3000 Australia",-37.8090951,144.9582269,93
George Street Cafe,Restaurant,,East Melbourne,4.5,$$ - $$$,332,"65 George St, Melbourne, Victoria 3002 Australia",-37.8157035,144.9881413,66
Lemnos Tavern,Restaurant,,Prahran,4.5,$$ - $$$,4,"445 High St, Prahran, Stonnington, Victoria 3181 Australia",-37.8529833,145.0032647,113
Moroccan Soup Bar,Restaurant,,Fitzroy,4.5,$,2,"183 St Georges Rd, North Fitzroy, Yarra, Victoria 3068 Australia",-37.7848457,144.9822432,218
Carosello,Restaurant,,Moonee Ponds,4.5,$$ - $$$,2,"22 Margaret St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7658646,144.9197937,88
La Roche,Restaurant,,St Kilda,4.5,$$ - $$$,13,"185 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.8695632,144.980341,325
Mr Huang Jin,Restaurant,,Melbourne,4.5,$$ - $$$,227,"24 Katherine Pl Plaza Level, Rialto Towers, Melbourne, Victoria 3000 Australia",-37.8197681,144.9564472,96
Andrew's Hamburgers,Restaurant,,Albert Park,4.5,$,249,"144 Bridport St, Melbourne, Victoria 3206 Australia",-37.8406353,144.9552576,169
Kiwi Fish & Chips,Restaurant,,East Melbourne,4.5,$$ - $$$,382,"412-422 Victoria Pde Shop 9B, Melbourne, Victoria 3002 Australia",-37.8096207,144.9852731,89
Claypots Evening Star,Restaurant,,South Melbourne,4.5,$$ - $$$,372,"Corner Cecil and York Streets South Melbourne Market, Melbourne, Victoria 3205 Australia",-37.8320111,144.9559391,137
Saxe,Restaurant,,Melbourne,4.5,$$ - $$$,379,"211 Queen St, Melbourne, Victoria 3000 Australia",-37.8138276,144.9599037,52
Little Africa,Restaurant,,North Melbourne,4.5,$$ - $$$,362,"358 Victoria St, Melbourne, Victoria 3051 Australia",-37.805493,144.954298,58
A25 Pizzeria CBD,Restaurant,,Melbourne,4.5,$$ - $$$,363,"Taylors College 399 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8129395,144.9606336,77
Hooks At The Yarra,Restaurant,,Docklands,4.5,$$ - $$$,390,"Yarra's Edge 50 River Esp Docklands, Melbourne, Victoria 3008 Australia",-37.8245546,144.9476398,130
Khao San Road,Restaurant,,Moonee Ponds,4.5,$$ - $$$,5,"696 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.768646,144.9256996,114
Naked in the Sky,Restaurant,,Fitzroy,4.5,$$ - $$$,20,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7987495,144.977983,130
Bahari the Hellenic Palate,Restaurant,,Richmond,4.5,$$ - $$$,9,"179 Swan St, Richmond, Yarra, Victoria 3121 Australia",-37.8255411,144.997569,147
Spring Street Grocer Cafe,Restaurant,,Melbourne,4.5,$$ - $$$,305,"157 Spring St, Melbourne, Victoria 3000 Australia",-37.8110352,144.9724451,96
Franco-Belge,Restaurant,,Hawthorn,4.5,$$ - $$$,377,"9 Evans Place, Hawthorn East, Melbourne, Victoria 3123 Australia",-37.8300862,145.0557944,74
French Saloon,Restaurant,,Melbourne,4.5,$$$$,370,"46 Hardware Lane First Floor, Melbourne, Victoria 3000 Australia",-37.8136215,144.9612837,92
The League of Honest Coffee,Restaurant,,Melbourne,4.5,$$ - $$$,386,"8 Exploration Lane, Melbourne, Victoria 3000 Australia",-37.8086754,144.9686316,94
Hot Poppy,Restaurant,,North Melbourne,4.5,$$ - $$$,364,"9 Errol St, Melbourne, Victoria 3051 Australia",-37.8047964,144.9491014,74
Bratwurst Shop & Co,Restaurant,,Melbourne,4.5,$,388,"Therry St. Queen Victoria Market Shop 99-100, Melbourne, Victoria 3000 Australia",-37.8074336,144.9577918,73
Rocket Burger & Fries,Restaurant,,Melbourne,4.5,$,321,"Cnr Flinders & Elizabeth Streets 26 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.81739,144.964902,131
Chiba Japanese Restaurant,Restaurant,,Moonee Ponds,4.5,$$ - $$$,4,"41 Hall St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.7662302,144.9217422,185
Salona Restaurant,Restaurant,,Richmond,4.5,$$ - $$$,351,"260A Swan Street, Richmond, Melbourne, Victoria 3121 Australia",-37.8259347,144.9990046,126
Shakahari too,Restaurant,,South Melbourne,4.5,$$ - $$$,355,"225 Clarendon St, Melbourne, Victoria 3205 Australia",-37.8311978,144.9600442,89
Aix Cafe,Restaurant,,Melbourne,4.5,$,358,"24 Centre Pl, Melbourne, Victoria 3000 Australia",-37.8164476,144.9655061,85
Cochin Wine Bar & Restaurant,Restaurant,,Richmond,4.5,$$ - $$$,10,"256 Swan St, Richmond, Yarra, Victoria 3121 Australia",-37.8259308,144.9988142,118
The Tippler & Co,Restaurant,,East Melbourne,4.5,$$ - $$$,336,"58 Wellington Pde, Melbourne, Victoria 3002 Australia",-37.8165595,144.9882328,121
Pretty Boy Italian Steakhouse,Restaurant,,Melbourne,4.5,$$ - $$$,348,"399 Little Lonsdale Street Level 1, Melbourne, Victoria 3000 Australia",-37.8119675,144.9600506,73
Little Tommy Tucker Cafe,Restaurant,,Bentleigh,4.5,$$ - $$$,4,"432 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",-37.9185909,145.0380118,153
Lentil As Anything St Kilda,Restaurant,,St Kilda,4.5,$,14,"41 Blessington St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.870424,144.981019,219
Pud Thai vs Pho,Restaurant,,Docklands,4.5,$,347,"60 Siddeley St, Melbourne, Victoria 3008 Australia",-37.822633,144.9525221,103
Swaad India's Zest,Restaurant,,Bentleigh,4.5,$$ - $$$,3,"Shop 9 271-275 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",-37.91759,145.032872,81
Cafe Keyif,Restaurant,,Melbourne,4.5,$$ - $$$,343,"U 1 550 Flinders St Entry Through Downie Street, Melbourne, Victoria 3000 Australia",-37.8203662,144.9559713,138
Brighton Soul,Restaurant,,Brighton,4.5,$,5,"129 Church Street, Brighton, Bayside, Victoria 3186 Australia",-37.9154701,144.9964167,131
Bistro La Provence,Restaurant,,Brighton,4.5,$$ - $$$,6,"234 Esplanade, Brighton, Bayside, Victoria 3186 Australia",-37.909576,144.986605,146
Paper Plate Restaurant,Restaurant,,Richmond,4.5,$$ - $$$,12,"318 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",-37.8190496,145.0018873,65
Archie's All Day,Restaurant,,Fitzroy,4.5,$$ - $$$,18,"189 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8058349,144.9809637,162
Sapa Hills Restaurant,Restaurant,,Footscray,4.5,$$ - $$$,2,"112 Hopkins St, Footscray, Maribyrnong, Victoria 3011 Australia",-37.7997875,144.9016249,196
American Doughnut Kitchen,Restaurant,,Melbourne,4.5,$,374,"Queen St, Melbourne, Victoria 3000 Australia",-37.8127603,144.9597505,100
Sir Charles,Restaurant,,Fitzroy,4.5,$$ - $$$,14,"121 Johnston St, Fitzroy, Yarra, Victoria 3065 Australia",-37.7980866,144.9789318,133
Mediterraneo Charcoal Restaurant,Restaurant,,Albert Park,4.5,$$ - $$$,3,"116 Bridport St, Albert Park, Port Phillip, Victoria 3206 Australia",-37.840346,144.956354,171
The Point Restaurant,Restaurant,,Albert Park,4.5,$$$$,4,"Aquatic Drive Albert Park Lake, Albert Park, Port Phillip, Victoria 3206 Australia",-37.8402927,144.9665827,242
Massi,Restaurant,,Melbourne,4.5,$$ - $$$,320,"445 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8164214,144.9598979,83
Little Cupcakes,Restaurant,,Melbourne,4.5,$,398,"Shop 6/181 William St, Goldsborough Lane, Melbourne, Victoria 3000 Australia",-37.8151891,144.9575872,127
Hawker Boys,Restaurant,,Melbourne,4.5,$,399,"85 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8129421,144.9608214,70
Carlton Curry House,Restaurant,,Carlton,4.5,$$ - $$$,400,"108 Lygon St, Melbourne, Victoria 3053 Australia",-37.8045283,144.9665899,204
Anchovy,Restaurant,,Richmond,4.5,$$ - $$$,11,"338 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",-37.819114,145.0026469,93
Sons of Mary,Restaurant,,Brighton,4.5,$$ - $$$,2,"14 Spink St, Brighton, Bayside, Victoria 3186 Australia",-37.8979181,145.0043784,233
Atrium Bar On 35,Restaurant,,Melbourne,4.5,$$$$,421,"25 Collins St, Melbourne, Victoria 3000 Australia",-37.8139461,144.9734456,83
Sakura Kaiten,Restaurant,,Melbourne,4.5,$$ - $$$,361,"60 Little Collins St, Melbourne, Victoria 3000 Australia",-37.8125766,144.9722299,132
Jungle Juice Bar,Restaurant,,Melbourne,4.5,$,393,"20 Centre Pl, Melbourne, Victoria 3000 Australia",-37.816712,144.965643,78
Atta Restaurant,Restaurant,,Albert Park,4.5,$$ - $$$,2,"159-161 Victoria Ave Melbourne, Albert Park, Port Phillip, Victoria 3206 Australia",-37.8467327,144.9495491,102
Park Street Pasta & Wine,Restaurant,,South Melbourne,4.5,$$ - $$$,443,"268 Park St South Melbourne, Melbourne, Victoria 3205 Australia",-37.8354504,144.9600758,91
Bella Cosi,Restaurant,,Port Melbourne,4.5,$$ - $$$,446,"71 Beach St, Melbourne, Victoria 3207 Australia",-37.841809,144.9361572,71
At Ease - Easy Thai,Restaurant,,Melbourne,4.5,$,437,"195 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8112475,144.966626,75
Lolo and Wren,Restaurant,,Brunswick,4.5,$$ - $$$,436,"484 Albion St West Brunswick, Melbourne, Victoria Australia",-37.7581897,144.939775,84
Thai city,Restaurant,,Carlton,4.5,$$ - $$$,438,"124 Lygon Street Carlton, Melbourne, Victoria 3000 Australia",-37.804155,144.96665,72
Foglia di Fico,Restaurant,,Melbourne,5,$$ - $$$,3,"585 La Trobe St (Spencer St entrance), Melbourne, Victoria 3000 Australia",-37.8133556,144.9519345,202
David's Master Pot (Elizabeth St - CBD),Restaurant,,Melbourne,5,$$ - $$$,21,"462 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.8078645,144.9606099,140
Scopri,Restaurant,,Carlton,5,$$ - $$$,1,"191 Nicholson St Carlton, Melbourne, Victoria 3053 Australia",-37.7956862,144.975082,1049
Caterina's Cucina E Bar,Restaurant,,Melbourne,5,$$ - $$$,85,"221 Queen St, Melbourne, Victoria 3000 Australia",-37.8134202,144.9597956,111
Ginger Olive Restaurant and Grill,Restaurant,,Melbourne,5,$$ - $$$,164,"U 2 38 Manchester Lane Corner Manchester Lane and Flinders Lane, Melbourne, Victoria 3000 Australia",-37.8164935,144.9662126,80
La Cucina Di Sandra,Restaurant,,Richmond,5,$$ - $$$,5,"62 Lyndhurst St Warehouse 62, Richmond, Yarra, Victoria 3121 Australia",-37.8208416,144.9998269,73
Giro d'Italia,Restaurant,,Melbourne,5,$$ - $$$,74,"401 Saint Kida Road, Melbourne, Victoria 3000 Australia",-37.8356864,144.975968,84
3 Brothersss Indian Restaurant,Restaurant,,Melbourne,5,$$ - $$$,228,"513 Elizabeth St Queen Victoria Market, Melbourne, Victoria 3000 Australia",-37.8075798,144.956785,41
Ish Restaurant,Restaurant,,Fitzroy,5,$$ - $$$,15,"199 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.8058632,144.981242,62
Ten Square Cafe,Restaurant,,Melbourne,5,$$ - $$$,214,"120 Hardware St, Melbourne, Victoria 3000 Australia",-37.8119947,144.9605646,64
Kekou,Restaurant,,Richmond,5,$$ - $$$,7,"396 Bridge Road, Richmond, Yarra, Victoria 3121 Australia",-37.8193325,145.0046839,64
The Hardware Club,Restaurant,,Melbourne,5,$$ - $$$,218,"43 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.8135355,144.961148,57
Tokui Sushi,Restaurant,,Melbourne,5,$,429,"260 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8114983,144.9643991,50
Metropolitan Fire Brigade (MFB),Community Use,Fire Station,East Melbourne,,,,,-37.80923186,144.9752476,
Koorie Heritage Trust Inc,Place Of Assembly,Art Gallery/Museum,Melbourne,,,,,-37.81338543,144.9540279,
RMIT University,Education Centre,Tertiary (University),Melbourne,,,,,-37.80807954,144.964453,
Macarthur Square,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Carlton,,,,,-37.79833187,144.9715141,
North Melbourne Railway Station,Transport,Railway Station,West Melbourne,,,,,-37.80738236,144.9424298,
Cooks' Cottage,Place Of Assembly,Art Gallery/Museum,East Melbourne,,,,,-37.81446049,144.9794713,
Royal Exhibition Building,Place Of Assembly,Art Gallery/Museum,Carlton,,,,,-37.80460262,144.9715219,
Melbourne Childrens Court,Community Use,Public Buildings,Melbourne,,,,,-37.81250776,144.9582989,
Eureka Skydeck 88,Leisure/Recreation,Observation Tower/Wheel,Southbank,,,,,-37.82161876,144.9646222,
County Court Melbourne,Community Use,Public Buildings,Melbourne,,,,,-37.81320116,144.9577342,
Epworth Freemasons Hospital,Health Services,Private Hospital,East Melbourne,,,,,-37.81097107,144.9837001,
